974	3
975	4
976	4
977	3
978	3
979	0
980	6
981	6
982	6
983	0
984	0
985	3
986	3
987	3
988	1
989	1
990	3
991	3
992	6
993	3
994	4
995	6
996	0
997	6
998	6
999	6
1000	6
1001	6
1002	5
1003	2
1004	3
1005	0
1006	0
1007	5
1008	5
1009	3
1010	5
1011	6
1012	6
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	3
1020	3
1021	3
1022	3
1023	1
1024	6
1025	1
1026	0
1027	3
1028	3
1029	3
1030	3
1031	0
1032	4
1033	4
1034	4
1035	3
1036	3
1037	0
1038	0
1039	0
1040	5
1041	4
1042	4
1043	4
1044	3
1045	3
1046	3
1047	0
1048	4
1049	1
1050	1
1051	3
1052	1
1053	5
1054	1
1055	4
1056	4
1057	4
1058	4
1059	4
1060	0
1061	0
1062	5
1063	5
1064	5
1065	0
1066	5
1067	3
1068	0
1069	6
1070	2
1071	5
1072	3
1073	5
1074	5
1075	5
1076	5
1077	5
1078	4
1079	4
1080	0
1081	4
1082	4
1083	1
1084	3
1085	3
1086	3
1087	3
1088	2
1089	3
1090	3
1091	0
1092	0
1093	2
1094	3
1095	3
1096	3
1097	3
1098	1
1099	1
1100	3
1101	0
1102	1
1103	4
1104	1
1105	1
1106	1
1107	0
1108	1
1109	0
1110	0
1111	2
1112	3
1113	3
1114	3
1115	3
1116	3
1117	3
1118	3
1119	0
1120	3
1121	4
1122	4
1123	4
1124	4
1125	4
1126	0
1127	3
1128	4
1129	5
1130	2
1131	3
1132	3
1133	3
1134	3
1135	2
1136	5
1137	5
1138	1
1139	4
1140	4
1141	4
1142	3
1143	4
1144	0
1145	4
1146	2
1147	2
1148	2
1149	4
1150	6
1151	6
1152	3
1153	4
1154	4
1155	3
1156	0
1157	5
1158	0
1159	2
1160	3
1161	2
1162	4
1163	0
1164	3
1165	6
1166	6
1167	0
1168	3
1169	3
1170	4
1171	4
1172	3
1173	2
1174	2
1175	2
1176	2
1177	2
1178	2
1179	2
1180	0
1181	6
1182	6
1183	5
1184	3
1185	2
1186	4
1187	4
1188	6
1189	0
1190	0
1191	3
1192	4
1193	3
1194	1
1195	6
1196	5
1197	3
1198	3
1199	3
1200	4
1201	5
1202	3
1203	3
1204	3
1205	4
1206	4
1207	0
1208	3
1209	1
1210	1
1211	2
1212	3
1213	5
1214	0
1215	2
1216	5
1217	3
1218	4
1219	2
1220	2
1221	4
1222	2
1223	5
1224	5
1225	3
1226	3
1227	4
1228	3
1229	3
1230	2
1231	4
1232	4
1233	4
1234	3
1235	3
1236	3
1237	2
1238	2
1239	2
1240	2
1241	2
1242	4
1243	3
1244	3
1245	0
1246	0
1247	3
1248	0
1249	3
1250	0
1251	2
1252	3
1253	1
1254	2
1255	4
1256	3
1257	3
1258	3
1259	1
1260	5
1261	3
1262	4
1263	3
1264	2
1265	3
1266	3
1267	6
1268	3
1269	3
1270	3
1271	3
1272	3
1273	4
1274	2
1275	5
1276	6
1277	3
1278	4
1279	6
1280	3
1281	2
1282	2
1283	2
1284	4
1285	4
1286	4
1287	4
1288	2
1289	2
1290	0
1291	2
1292	4
1293	4
1294	3
1295	4
1296	4
1297	4
1298	4
1299	4
1300	4
1301	4
1302	4
1303	4
1304	4
1305	2
1306	3
1307	3
1308	3
1309	0
1310	3
1311	3
